stag,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator,wayencoded
7.030800821,1,1,35.0,2,6,4,1,0,1,0,6.2,4.1,5.7,7.1,8.3,0
22.9650924,1,1,33.0,2,6,2,1,1,1,0,6.2,4.1,5.7,7.1,8.3,0
15.93429158,1,0,35.0,8,6,4,1,1,1,0,6.2,6.2,2.6,4.8,8.3,0
15.93429158,1,0,35.0,8,6,4,1,1,1,0,5.4,7.6,4.9,2.5,6.7,0
8.410677618,1,1,32.0,10,2,7,2,0,1,0,3.0,4.1,8.0,7.1,3.7,0
8.969199179,1,0,42.0,14,6,2,2,1,1,0,6.2,6.2,4.1,5.6,6.7,0
8.969199179,1,0,42.0,14,6,2,2,1,1,0,6.2,6.2,4.1,5.6,6.7,0
120.4435318,1,0,28.0,10,6,6,1,1,1,0,3.8,5.5,8.0,4.0,4.4,0
8.607802875,1,0,29.0,2,6,2,1,0,1,0,8.6,6.9,2.6,4.0,7.5,0
4.435318275,1,0,30.0,4,9,7,2,1,1,0,5.4,5.5,3.3,7.9,8.3,0
67.35112936,1,0,40.0,14,6,4,1,1,1,1,8.6,4.1,1.8,7.1,6.7,1
20.92813142,1,1,23.0,2,6,6,2,1,1,0,3.0,6.9,4.9,4.8,7.5,0
20.92813142,1,0,22.0,4,6,4,0,0,1,2,5.4,8.4,4.9,3.3,6.0,2
8.936344969,1,0,24.0,11,13,1,2,0,1,2,7.0,6.2,4.1,7.1,9.0,2
33.57700205,1,0,25.0,13,6,0,0,0,1,2,9.4,1.2,4.1,5.6,6.7,2
16.39425051,1,0,28.0,3,6,7,1,1,1,1,8.6,5.5,4.9,4.8,5.2,1
15.34291581,1,0,30.0,2,6,4,1,1,1,0,5.4,5.5,3.3,4.8,6.7,0
26.4476386,1,0,27.0,5,11,6,2,1,1,0,5.4,6.9,2.6,5.6,8.3,0
14.71868583,1,0,36.0,2,6,6,2,0,0,0,5.4,6.9,3.3,3.3,7.5,0
45.37166324,1,0,29.0,13,6,6,1,1,1,0,7.8,6.2,6.4,7.9,6.0,0
45.37166324,1,0,29.0,13,6,6,1,1,1,0,3.8,3.4,5.7,8.7,7.5,0
36.96098563,1,0,48.0,11,1,2,1,0,1,0,4.6,6.2,4.9,5.6,6.7,0
22.47227926,1,0,29.0,2,5,0,1,0,1,1,7.8,4.8,5.7,7.1,6.0,1
59.20328542,1,0,25.0,2,6,5,2,0,1,0,5.4,4.8,7.2,5.6,5.2,0
59.20328542,1,0,25.0,2,6,5,2,0,1,0,4.6,4.1,8.7,5.6,2.1,0
12.38603696,1,0,36.0,2,5,4,1,1,1,1,7.8,6.9,3.3,3.3,7.5,1
24.3449692,1,0,36.0,10,6,4,0,1,1,0,7.8,2.6,5.7,7.1,5.2,0
11.95893224,1,1,29.0,2,6,4,1,0,1,1,3.8,1.9,9.5,7.9,3.7,1
3.252566735,1,0,35.0,0,6,2,0,0,1,0,3.0,7.6,7.2,4.0,7.5,0
3.252566735,1,0,35.0,0,6,2,0,0,1,0,1.4,8.4,8.0,4.8,6.0,0
14.58726899,1,0,21.0,12,11,4,2,0,1,0,8.6,4.1,4.9,5.6,6.0,0
16.91991786,1,1,35.0,13,11,7,1,1,1,1,4.6,3.4,4.1,8.7,4.4,1
28.15605749,1,0,25.0,13,13,6,0,0,1,0,3.8,6.9,6.4,7.1,7.5,0
60.94455852,1,0,30.40033257,10,6,7,1,1,1,0,7.0,6.2,4.1,2.5,6.7,0
87.68788501,1,0,29.0,4,6,4,1,0,1,0,7.0,6.2,4.1,4.0,9.0,0
43.4661191,1,0,22.0,7,6,4,1,1,1,0,3.0,4.1,8.7,7.1,6.0,0
22.73511294,1,0,34.0,10,6,0,1,1,1,1,5.4,5.5,4.9,4.8,4.4,1
22.73511294,1,0,34.0,10,6,0,1,1,1,1,6.2,6.2,4.9,3.3,2.9,1
22.73511294,1,0,34.0,10,6,0,1,1,1,1,5.4,5.5,4.9,4.8,4.4,1
22.73511294,1,0,34.0,10,6,0,1,1,1,1,6.2,6.2,4.9,3.3,2.9,1
13.07597536,1,0,21.0,13,6,2,1,0,1,0,5.4,7.6,4.9,3.3,2.1,0
7.589322382,1,0,22.0,13,6,7,2,0,0,1,7.0,4.8,6.4,4.0,4.4,1
36.23819302,1,0,32.0,10,6,7,1,1,1,1,3.0,7.6,7.2,4.8,2.9,1
19.08829569,1,0,36.0,7,13,2,1,0,1,1,4.6,7.6,5.7,5.6,8.3,1
4.369609856,1,0,30.0,2,6,7,1,1,1,0,6.2,3.4,8.0,3.3,3.7,0
80.98562628,1,0,32.0,10,6,4,0,1,1,0,3.8,6.2,8.0,4.0,6.0,0
9.100616016,1,0,33.0,10,6,2,1,1,1,1,7.0,4.8,4.1,7.1,8.3,1
36.92813142,1,0,49.0,11,1,2,0,0,1,0,4.6,6.2,4.9,5.6,6.7,0
3.975359343,1,0,29.0,10,6,2,2,1,1,0,7.8,5.5,5.7,4.0,5.2,0
3.975359343,1,0,29.0,10,6,2,2,1,1,0,6.2,6.2,5.7,6.3,2.9,0
3.975359343,1,0,29.0,10,6,2,2,1,1,0,7.0,6.2,5.7,4.0,3.7,0
7.589322382,1,1,36.0,6,6,2,1,1,1,2,4.6,4.8,7.2,6.3,7.5,2
95.21149897,1,0,22.0,11,12,1,0,1,1,0,8.6,4.8,4.9,4.0,6.7,0
41.69199179,1,0,21.0,15,6,2,2,0,1,2,7.8,5.5,2.6,7.1,9.0,2
14.9486653,1,0,25.0,10,6,2,1,0,1,0,8.6,6.2,3.3,6.3,6.0,0
50.72689938,1,1,38.0,14,6,4,1,1,1,1,6.2,3.4,7.2,6.3,3.7,1
50.72689938,1,1,38.0,14,6,4,1,1,1,1,7.0,5.5,5.7,6.3,6.0,1
35.28542094,1,0,23.0,4,6,2,2,0,1,0,10.0,4.8,4.1,5.6,8.3,0
35.28542094,1,0,23.0,4,6,2,2,0,1,0,8.6,4.8,4.1,6.3,9.0,0
35.94250513,1,1,38.0,2,1,5,1,1,1,1,8.6,3.4,6.4,4.0,6.0,1
15.57289528,1,0,24.0,10,6,7,1,0,1,2,6.2,7.6,3.3,3.3,6.7,2
15.57289528,1,0,24.0,10,6,7,1,0,1,2,6.2,7.6,3.3,3.3,6.7,2
52.96098563,1,0,36.0,14,6,4,0,1,1,1,4.6,4.1,8.0,5.6,6.0,1
7.819301848,1,0,21.0,11,11,1,0,1,0,0,4.6,5.5,7.2,3.3,5.2,0
81.83983573,1,0,29.0,12,6,4,0,0,1,2,3.8,6.9,6.4,5.6,8.3,2
55.72073922,1,0,29.0,2,6,2,0,0,1,0,7.0,6.2,4.1,4.0,4.4,0
4.336755647,1,0,26.0,14,6,6,1,0,1,1,3.8,4.8,5.7,7.9,2.9,1
18.95687885,1,1,36.0,13,14,4,0,1,1,1,6.2,4.1,6.4,6.3,5.2,1
18.95687885,1,1,36.0,13,14,4,0,1,1,1,8.6,2.6,7.2,4.8,4.4,1
53.81519507,1,0,30.40033257,11,12,5,1,1,1,2,4.6,9.1,4.1,4.0,6.0,2
90.51334702,1,0,22.0,11,6,6,0,0,1,0,6.2,5.5,3.3,6.3,6.7,0
40.57494867,1,1,29.0,2,9,4,1,0,1,0,6.2,4.8,6.4,5.6,5.2,0
59.49897331,1,0,23.0,11,12,1,1,0,1,0,7.0,5.5,3.3,6.3,5.2,0
6.603696099,1,1,22.0,14,14,1,1,0,1,2,7.8,5.5,1.0,9.4,9.0,2
44.78028747,1,0,36.0,13,6,4,1,1,1,0,7.8,4.8,4.9,5.6,9.0,0
6.669404517,1,1,27.0,11,12,4,1,0,1,0,6.2,5.5,6.4,4.0,4.4,0
15.70431211,0,0,34.0,10,6,2,1,0,1,1,8.6,5.5,4.1,5.6,6.7,1
15.70431211,0,0,34.0,10,6,2,1,0,1,1,8.6,3.4,4.1,7.1,6.0,1
15.70431211,0,0,34.0,10,6,2,1,0,1,1,7.8,4.1,4.1,7.1,6.7,1
59.20328542,1,0,25.0,2,6,5,1,0,1,0,5.4,4.8,7.2,5.6,5.2,0
59.20328542,1,0,25.0,2,6,5,1,0,1,0,4.6,4.1,8.7,5.6,2.1,0
17.3798768,1,0,24.0,4,6,4,1,0,1,0,5.4,6.9,4.9,4.0,6.7,0
38.86652977,1,0,27.0,10,13,6,2,1,1,0,5.4,6.9,2.6,5.6,8.3,0
7.950718686,1,0,34.0,2,1,0,0,1,1,1,7.0,6.2,7.2,2.5,5.2,1
7.950718686,1,0,34.0,2,1,0,0,1,1,1,8.6,6.9,5.7,3.3,4.4,1
96.52566735,1,0,24.0,5,6,0,1,0,1,0,6.2,4.8,7.2,4.0,6.7,0
86.53798768,1,0,23.0,11,12,6,2,0,1,0,3.8,6.9,8.0,1.7,2.1,0
52.862423,1,0,38.0,12,6,7,1,1,1,1,4.6,5.5,7.2,6.3,7.5,1
17.57700205,1,0,25.0,2,6,2,1,1,1,0,6.2,6.2,5.7,5.6,7.5,0
17.57700205,1,0,25.0,2,6,2,1,1,1,0,6.2,7.6,4.1,4.8,9.0,0
25.06776181,1,0,28.0,14,6,7,0,1,1,0,6.2,4.8,4.1,4.0,6.7,0
86.83367556,1,0,29.0,14,6,4,0,0,1,1,7.0,5.5,1.8,6.3,6.0,1
13.10882957,1,1,26.0,13,2,4,1,1,1,1,6.2,4.1,4.9,6.3,2.9,1
26.18480493,1,1,21.0,13,9,6,1,1,1,0,4.6,6.9,4.1,5.6,6.0,0
9.626283368,1,0,25.0,4,6,7,0,0,1,0,5.4,6.9,5.7,3.3,2.9,0
9.889117043,1,0,25.0,4,6,7,0,0,1,0,5.4,6.9,5.7,3.3,2.9,0
3.351129363,1,0,24.0,4,6,7,1,0,1,0,4.6,6.9,5.7,5.6,2.9,0
15.3100616,1,0,31.0,11,6,4,1,1,0,0,2.2,1.0,8.0,8.7,3.7,0
80.06570842,1,0,45.0,10,6,2,1,0,1,0,3.0,5.5,10.0,6.3,2.9,0
16.78850103,1,0,21.0,13,13,4,0,0,1,0,7.0,6.9,5.7,4.0,5.2,0
19.44969199,1,0,22.0,13,6,7,0,0,1,0,5.4,6.2,4.1,8.7,8.3,0
9.034907598,1,0,37.0,6,2,0,2,1,1,0,3.8,7.6,4.9,7.1,9.0,0
18.49691992,1,0,32.0,13,6,2,0,1,1,0,7.8,6.2,3.3,4.0,8.3,0
53.19096509,1,0,37.0,14,6,4,0,1,1,0,7.0,4.8,5.7,6.3,8.3,0
42.57905544,1,0,30.0,10,6,0,1,0,1,0,6.2,6.2,5.7,5.6,8.3,0
23.6550308,1,0,37.0,15,6,7,1,1,1,0,6.2,5.5,5.7,6.3,9.0,0
41.29774127,1,0,22.0,7,6,4,1,1,1,0,3.8,1.9,8.7,6.3,4.4,0
41.29774127,1,0,22.0,7,6,4,1,1,1,0,5.4,2.6,8.0,7.1,5.2,0
123.3347023,1,0,22.0,2,7,6,0,1,1,0,4.6,4.8,6.4,7.1,6.0,0
123.3347023,1,0,22.0,2,7,6,0,1,1,0,4.6,6.2,6.4,4.0,6.7,0
13.17453799,1,1,28.0,12,7,4,1,1,1,1,8.6,6.2,1.0,5.6,6.7,1
13.17453799,1,1,28.0,12,7,4,1,1,1,1,7.0,6.2,2.6,5.6,8.3,1
14.85010267,1,1,25.0,14,6,2,0,0,1,1,6.2,5.5,5.7,5.6,4.4,1
24.24640657,1,0,23.0,3,9,4,0,0,1,0,3.8,7.6,7.2,2.5,4.4,0
12.09034908,1,1,25.0,3,6,7,2,0,1,0,7.0,4.8,4.9,5.6,6.0,0
11.49897331,1,0,26.0,2,6,7,1,0,1,0,4.6,6.2,5.7,4.0,6.0,0
11.49897331,1,0,26.0,2,6,7,1,0,1,0,4.6,5.5,6.4,5.6,5.2,0
27.36755647,1,1,30.0,10,11,7,1,1,1,1,7.0,4.8,1.8,8.7,6.7,1
15.54004107,1,1,38.0,5,7,6,1,1,1,1,6.2,4.1,1.8,8.7,8.3,1
4.960985626,1,0,37.0,11,9,5,1,0,1,2,9.4,4.1,4.9,4.0,8.3,2
19.8110883,1,0,26.0,1,8,4,1,1,0,0,5.4,4.8,8.7,5.6,2.9,0
103.3921971,1,0,27.0,2,6,7,1,0,1,1,3.8,4.8,9.5,6.3,3.7,1
3.975359343,1,0,29.0,10,13,2,1,1,1,0,7.8,5.5,5.7,4.0,5.2,0
3.975359343,1,0,29.0,10,13,2,1,1,1,0,6.2,6.2,5.7,6.3,2.9,0
3.975359343,1,0,29.0,10,13,2,1,1,1,0,7.0,6.2,5.7,4.0,3.7,0
70.93223819,1,0,26.0,14,6,4,1,1,1,0,3.8,5.5,8.7,3.3,3.7,0
70.93223819,1,0,26.0,14,6,4,1,1,1,0,3.0,6.9,6.4,3.3,2.9,0
51.94250513,1,0,49.0,14,6,2,0,1,1,0,6.2,8.4,3.3,3.3,6.0,0
38.76796715,1,1,21.0,2,6,5,2,0,1,2,7.8,6.2,2.6,5.6,9.0,2
38.76796715,1,1,21.0,2,6,5,2,0,1,2,7.0,3.4,3.3,7.1,8.3,2
34.95687885,1,1,26.0,6,6,2,2,0,1,1,4.6,3.4,8.7,7.9,7.5,1
49.3798768,1,0,22.0,13,9,4,1,0,0,1,5.4,6.9,6.4,4.0,4.4,1
25.65913758,1,1,51.0,10,13,6,1,1,1,1,3.0,5.5,9.5,5.6,5.2,1
50.72689938,1,0,28.0,14,5,4,1,1,1,1,7.8,3.4,6.4,4.0,4.4,1
22.07802875,1,1,52.0,4,3,4,1,1,1,2,3.0,9.1,4.9,6.3,6.7,2
11.07186858,1,0,43.0,7,6,7,0,0,1,1,4.6,5.5,3.3,7.9,7.5,1
50.59548255,1,0,44.0,14,6,4,1,1,0,1,7.0,6.9,4.9,3.3,6.0,1
17.41273101,1,0,45.0,14,4,4,0,0,1,0,3.8,4.1,7.2,5.6,3.7,0
24.41067762,1,0,27.0,3,6,4,1,0,1,0,3.8,9.8,4.1,4.0,9.0,0
23.88501027,1,0,26.0,10,6,7,0,0,1,0,7.0,5.5,4.1,4.8,7.5,0
20.04106776,1,0,25.0,14,6,1,2,0,1,1,9.4,3.4,1.8,8.7,7.5,1
150.9979466,1,0,19.0,2,6,1,2,1,1,2,7.0,3.4,5.7,7.9,6.7,2
10.7761807,1,0,31.0,13,6,4,1,1,1,0,9.4,3.4,1.0,8.7,9.8,0
78.68583162,1,0,31.0,2,6,4,1,0,0,0,3.8,4.1,7.2,8.7,2.1,0
78.68583162,1,0,31.0,2,6,4,1,0,0,0,3.8,4.1,7.2,8.7,2.1,0
81.18275154,1,0,31.0,9,6,6,0,0,1,0,6.2,4.8,8.7,6.3,5.2,0
13.40451745,1,0,30.40033257,13,6,7,1,0,1,0,6.2,4.1,6.4,6.3,1.0,0
13.40451745,1,0,30.40033257,13,6,7,1,0,1,0,7.0,6.9,4.1,6.3,3.7,0
142.4558522,1,0,18.0,10,6,1,1,0,1,0,6.2,5.5,6.4,4.8,5.2,0
10.94045175,1,1,33.0,5,3,7,2,1,1,1,3.0,10.0,5.7,6.3,8.3,1
12.05749487,1,0,36.0,10,11,7,1,1,1,0,5.4,4.8,4.9,4.8,6.0,0
54.07802875,1,0,31.0,13,6,2,0,1,1,1,3.0,5.5,7.2,5.6,6.0,1
5.650924025,1,0,45.0,5,6,4,1,1,1,1,7.8,4.8,4.1,4.0,6.0,1
19.84394251,1,0,29.0,10,6,2,0,0,1,1,8.6,6.9,4.9,3.3,6.0,1
79.86858316,1,1,23.0,2,6,4,1,0,1,0,5.4,5.5,5.7,8.7,5.2,0
8.772073922,1,0,27.0,10,6,4,0,0,1,1,6.2,4.8,6.4,6.3,2.9,1
19.18685832,1,0,22.0,10,11,7,2,1,0,0,8.6,4.1,4.9,4.8,5.2,0
7.589322382,1,1,47.0,14,2,2,1,1,0,0,3.8,1.9,8.7,8.7,2.1,0
7.589322382,1,1,47.0,14,2,2,1,1,0,0,4.6,4.1,5.7,9.4,3.7,0
7.589322382,1,1,47.0,14,2,2,1,1,0,0,3.0,5.5,4.9,9.4,4.4,0
10.84188912,1,0,30.40033257,4,6,7,1,1,1,0,7.8,5.5,4.9,7.1,6.0,0
51.08829569,1,0,28.0,15,6,4,0,0,1,1,4.6,6.9,4.9,4.0,6.0,1
128.0657084,0,0,43.0,14,6,4,0,1,1,0,4.6,7.6,4.9,5.6,6.0,0
28.35318275,1,1,26.0,4,3,6,1,0,1,0,8.6,5.5,4.1,7.1,6.7,0
4.533880903,1,0,31.0,10,11,0,1,0,0,0,5.4,5.5,7.2,4.8,1.3,0
17.93839836,1,1,24.0,10,6,2,0,0,0,0,4.6,7.6,6.4,4.8,6.7,0
23.45790554,1,0,27.0,3,6,4,1,0,1,0,3.8,9.8,4.1,4.0,9.0,0
16.22997947,1,1,35.0,10,6,4,1,1,1,1,6.2,5.5,5.7,4.0,2.9,1
16.22997947,1,1,35.0,10,6,4,1,1,1,1,7.0,4.8,2.6,5.6,6.0,1
71.2936345,1,0,31.0,8,6,7,0,0,1,1,5.4,4.1,6.4,4.8,4.4,1
9.527720739,1,1,23.0,5,6,2,1,0,1,0,7.0,4.1,6.4,4.8,5.2,0
17.01848049,1,0,40.0,2,11,1,0,0,1,1,5.4,4.1,4.9,6.3,7.5,1
130.9897331,1,0,31.0,5,6,0,1,1,1,0,5.4,6.9,3.3,4.0,8.3,0
37.09240246,1,0,37.0,13,6,7,2,0,1,0,6.2,6.2,6.4,5.6,5.2,0
0.427104723,1,0,24.0,5,6,7,2,0,1,0,8.6,4.1,4.9,3.3,6.0,0
12.8788501,1,0,23.0,3,6,2,1,0,0,0,5.4,8.4,4.1,4.8,6.0,0
12.8788501,1,0,23.0,3,6,2,1,0,0,0,7.8,5.5,4.1,4.8,5.2,0
8.147843943,1,0,46.0,9,6,4,1,1,1,1,4.6,7.6,6.4,4.0,6.0,1
7.326488706,1,0,23.0,4,9,7,2,0,1,0,6.2,4.8,5.7,3.3,3.7,0
17.93839836,1,0,40.0,5,6,2,2,1,1,0,3.0,8.4,7.2,4.8,8.3,0
14.6201232,1,1,39.0,14,4,5,1,1,1,1,3.8,4.8,5.7,7.9,3.7,1
16.0,1,0,28.0,10,6,7,1,0,1,1,3.0,5.5,6.4,5.6,3.7,1
32.45995893,1,1,40.0,13,6,2,2,1,1,1,5.4,3.4,5.7,7.9,9.8,1
73.49486653,1,1,33.0,10,5,4,1,0,1,0,2.2,6.2,6.4,6.3,5.2,0
73.49486653,1,1,33.0,10,5,4,1,0,1,0,3.8,4.1,8.0,6.3,4.4,0
11.8275154,1,0,24.0,2,6,6,1,0,1,2,7.8,6.2,4.9,1.7,3.7,2
46.35728953,1,0,38.0,10,6,4,1,1,1,0,6.2,4.1,4.9,5.6,6.7,0
52.50102669,1,1,35.0,14,1,4,1,1,1,1,5.4,4.8,4.1,7.9,7.5,1
14.98151951,1,0,33.0,14,6,6,0,1,1,1,4.6,4.8,7.2,7.9,6.0,1
26.21765914,1,0,36.0,13,6,2,1,1,1,2,3.0,6.9,6.4,4.8,6.0,2
26.21765914,1,0,36.0,13,6,2,1,1,1,2,2.2,6.9,8.0,6.3,3.7,2
26.21765914,1,0,36.0,13,6,2,1,1,1,2,3.0,6.9,7.2,4.8,5.2,2
29.07597536,1,0,22.0,13,6,7,2,0,1,0,9.4,4.1,4.1,4.8,9.0,0
33.3798768,1,0,38.0,14,6,4,1,1,1,0,7.8,2.6,5.7,7.1,5.2,0
5.848049281,1,0,23.0,2,6,4,2,0,1,0,4.6,6.9,7.2,5.6,4.4,0
5.848049281,1,0,23.0,2,6,4,2,0,1,0,6.2,4.8,4.9,4.8,3.7,0
77.53593429,1,0,24.0,13,11,4,0,0,1,0,6.2,5.5,5.7,3.3,2.1,0
166.275154,1,1,26.0,10,11,5,1,1,1,1,3.0,5.5,5.7,7.1,6.7,1
107.1704312,1,0,33.0,13,13,1,1,1,1,0,5.4,1.0,9.5,9.4,5.2,0
19.44969199,1,0,40.0,2,6,2,2,0,0,0,6.2,3.4,8.0,3.3,3.7,0
8.640657084,1,0,23.0,14,14,0,1,0,1,1,3.8,4.1,8.7,4.0,2.9,1
13.66735113,1,0,27.0,10,6,7,1,1,1,1,8.6,4.8,7.2,4.0,3.7,1
6.275154004,1,0,24.0,8,11,2,0,0,1,0,5.4,6.2,4.1,6.3,9.8,0
23.19507187,1,0,30.0,2,6,4,1,0,1,1,5.4,7.6,2.6,5.6,6.0,1
16.32854209,1,0,37.0,7,13,2,1,0,1,1,4.6,7.6,5.7,5.6,8.3,1
26.11909651,1,0,31.0,14,6,4,1,1,0,0,3.0,7.6,4.9,5.6,5.2,0
35.38398357,1,0,31.0,10,6,0,1,1,1,0,3.8,10.0,3.3,3.3,6.7,0
25.98767967,1,0,23.0,5,6,7,0,0,1,0,1.4,2.6,9.5,8.7,2.1,0
3.58110883,1,0,40.0,2,6,2,1,0,1,0,7.8,5.5,2.6,6.3,8.3,0
3.58110883,1,0,40.0,2,6,2,1,0,1,0,8.6,5.5,3.3,6.3,7.5,0
3.58110883,1,0,40.0,2,6,2,1,0,1,0,7.0,6.9,4.1,5.6,7.5,0
1.708418891,1,0,37.0,13,9,7,1,0,1,0,4.6,2.6,8.7,4.0,2.9,0
25.23203285,1,0,30.0,10,11,7,1,0,1,0,4.6,2.6,7.2,6.3,5.2,0
13.8973306,1,0,38.0,11,12,6,1,0,1,2,3.0,9.1,4.1,4.8,6.0,2
63.11293634,1,1,32.0,6,8,4,1,0,1,0,3.0,4.8,4.1,7.1,7.5,0
11.30184805,1,0,34.0,3,9,6,1,1,0,1,9.4,3.4,4.9,3.3,6.0,1
11.69609856,1,0,25.0,14,6,7,0,0,0,1,3.0,4.8,7.2,7.9,5.2,1
11.69609856,1,0,25.0,14,6,7,0,0,0,1,3.0,5.5,5.7,7.1,5.2,1
30.22587269,0,1,33.0,10,6,2,0,0,1,1,4.6,6.2,8.0,7.1,5.2,1
30.22587269,0,1,33.0,10,6,2,0,0,1,1,5.4,7.6,5.7,7.1,6.0,1
38.01232033,0,1,33.0,10,6,4,0,1,1,1,3.0,4.1,8.0,7.1,3.7,1
21.61806982,1,1,37.0,14,14,4,1,1,0,0,3.8,4.8,4.9,7.1,6.7,0
39.06365503,1,0,31.0,14,6,4,0,0,1,0,6.2,4.8,4.1,4.8,5.2,0
